season,week,contestant_id,celebrity_name,ballroom_partner,J_total,p_hat,V_hat,eliminated,uncertainty_width
18,7,202,Candace Cameron Bure,Mark Ballas,37.0,0.07219849531948075,721984.9531948075,0,1.0
18,7,205,Charlie White,Sharna Burgess,35.5,0.0653308824687129,653308.824687129,0,1.0
18,7,206,Amy Purdy,Derek Hough,37.5,0.12633646651306607,1263364.6651306606,0,1.0
18,7,207,Meryl Davis,Maksim Chmerkoskiy,39.0,0.543816036546621,5438160.36546621,0,1.0
18,7,210,NeNe Leakes,Tony Dovolani,33.0,0.0501531109214078,501531.109214078,1,0.15527950310559002
18,8,200,Danica McKellar,Valentin Chmerkovskiy,38.0,0.0726147218718916,726147.218718916,1,0.16519174041297935
18,8,201,James Maslow,Peta Murgatroyd,36.0,0.08146427939401543,814642.7939401544,0,0.9734513274336283
18,8,202,Candace Cameron Bure,Mark Ballas,36.0,0.08146427939401554,814642.7939401554,0,0.9734513274336283
18,8,205,Charlie White,Sharna Burgess,40.0,0.21420308141876576,2142030.8141876576,0,0.9734513274336283
18,8,206,Amy Purdy,Derek Hough,40.0,0.31024316386999684,3102431.6386999683,0,0.9734513274336283
18,8,207,Meryl Davis,Maksim Chmerkoskiy,36.0,0.24001047405131493,2400104.740513149,0,0.9734513274336283
18,9,201,James Maslow,Peta Murgatroyd,38.0,0.09407008512037858,940700.8512037857,0,0.9895287958115183
18,9,202,Candace Cameron Bure,Mark Ballas,36.0,0.10454128930886038,1045412.8930886037,0,0.9895287958115183
18,9,205,Charlie White,Sharna Burgess,38.0,0.09407008512037876,940700.8512037876,1,0.20104712041884815
18,9,206,Amy Purdy,Derek Hough,39.0,0.28683361852336403,2868336.1852336405,0,0.9895287958115183
18,9,207,Meryl Davis,Maksim Chmerkoskiy,40.0,0.42048492192701825,4204849.219270183,0,0.9895287958115183
18,10,201,James Maslow,Peta Murgatroyd,29.0,0.08578777170400138,857877.7170400139,1,0.24709243509868628
18,10,202,Candace Cameron Bure,Mark Ballas,25.9998,0.1119523674356194,1119523.674356194,0,0.973835404268382
18,10,206,Amy Purdy,Derek Hough,29.666600000000003,0.3219339351223886,3219339.351223886,0,0.973835404268382
18,10,207,Meryl Davis,Maksim Chmerkoskiy,30.0,0.4803259257379907,4803259.257379907,0,0.973835404268382
19,1,211,Antonio Sabato Jr.,Cheryl Burke,25.0,0.05368848668340481,536884.8668340482,0,0.9946236559139785
19,1,212,Jonathan Bennett,Allison Holker,30.0,0.06997170820001893,699717.0820001892,0,0.9946236559139785
19,1,213,Lea Thompson,Artem Chigvintsev,32.0,0.08640923464761967,864092.3464761967,0,0.9946236559139785
19,1,214,Janel Parrish,Valentin Chmerkovskiy,29.0,0.06454697273597641,645469.7273597642,0,0.9946236559139785
19,1,215,Alfonso Ribeiro,Witney Carson,36.0,0.16966095837674205,1696609.5837674206,0,0.9946236559139785
19,1,216,Lolo Jones,Keo Motsepe,22.0,0.04726589000973806,472658.9000973806,1,0.09470636889991728
19,1,217,Randy Couture,Karina Smirnoff,31.0,0.07703391844320248,770339.1844320248,0,0.9946236559139785
19,1,218,Tommy Chong,Peta Murgatroyd,27.0,0.057654071714501556,576540.7171450156,0,0.9946236559139785
19,1,219,Betsey Johnson,Tony Dovolani,20.0,0.05264223409575957,526422.3409575957,0,0.9946236559139785
19,1,220,Michael Waltrip,Emma Slater,25.0,0.053688474772966795,536884.7477296679,0,0.9946236559139785
19,1,221,Tavis Smiley,Sharna Burgess,29.0,0.06454697293682506,645469.7293682506,0,0.9946236559139785
19,1,222,Bethany Mota,Derek Hough,32.0,0.08640923465653132,864092.3465653132,0,0.9946236559139785
19,1,223,Sadie Robertson,Mark Ballas,34.0,0.11648184272671327,1164818.4272671328,0,0.9946236559139785
19,2,211,Antonio Sabato Jr.,Cheryl Burke,31.0,0.062014285137532855,620142.8513753286,0,0.988950276243094
19,2,212,Jonathan Bennett,Allison Holker,30.0,0.06135862509247105,613586.2509247105,0,0.988950276243094
19,2,213,Lea Thompson,Artem Chigvintsev,35.0,0.1815606750917967,1815606.7509179672,0,0.988950276243094
19,2,214,Janel Parrish,Valentin Chmerkovskiy,34.0,0.1154930528802205,1154930.528802205,0,0.988950276243094
19,2,215,Alfonso Ribeiro,Witney Carson,32.0,0.13018757432102213,1301875.7432102212,0,0.988950276243094
19,2,217,Randy Couture,Karina Smirnoff,28.0,0.05510763475806517,551076.3475806516,0,0.988950276243094
19,2,218,Tommy Chong,Peta Murgatroyd,28.0,0.05124538741161151,512453.8741161151,0,0.988950276243094
19,2,219,Betsey Johnson,Tony Dovolani,28.0,0.05007681831100095,500768.1831100095,0,0.988950276243094
19,2,220,Michael Waltrip,Emma Slater,24.0,0.055546017528204955,555460.1752820496,0,0.988950276243094
19,2,221,Tavis Smiley,Sharna Burgess,28.0,0.044496293771298885,444962.9377129889,1,0.08931860036832413
19,2,222,Bethany Mota,Derek Hough,33.0,0.10635659577073811,1063565.957707381,0,0.988950276243094
19,2,223,Sadie Robertson,Mark Ballas,31.0,0.08655703992603714,865570.3992603713,0,0.988950276243094
19,3,211,Antonio Sabato Jr.,Cheryl Burke,29.0,0.050503063812526366,505030.6381252637,0,1.0
19,3,212,Jonathan Bennett,Allison Holker,32.0,0.05649504688411951,564950.4688411951,0,1.0
19,3,213,Lea Thompson,Artem Chigvintsev,31.0,0.08723568664898247,872356.8664898247,0,1.0
19,3,214,Janel Parrish,Valentin Chmerkovskiy,40.0,0.23660602203890174,2366060.2203890174,0,1.0
19,3,215,Alfonso Ribeiro,Witney Carson,32.0,0.07685753786381329,768575.3786381329,0,1.0
19,3,217,Randy Couture,Karina Smirnoff,26.0,0.04665294395902252,466529.4395902252,1,0.10816379088333766
19,3,218,Tommy Chong,Peta Murgatroyd,34.0,0.0607335489742968,607335.489742968,0,1.0
19,3,219,Betsey Johnson,Tony Dovolani,29.0,0.04821734831907058,482173.4831907058,0,1.0
19,3,220,Michael Waltrip,Emma Slater,28.0,0.048192973173743936,481929.73173743935,0,1.0
19,3,222,Bethany Mota,Derek Hough,40.0,0.22491774278578364,2249177.4278578362,0,1.0
19,3,223,Sadie Robertson,Mark Ballas,32.0,0.06358808553973919,635880.8553973918,0,1.0
19,4,211,Antonio Sabato Jr.,Cheryl Burke,29.0,0.05353357468659886,535335.7468659886,0,0.96875
19,4,212,Jonathan Bennett,Allison Holker,24.0,0.05729781889317563,572978.1889317563,0,0.96875
19,4,213,Lea Thompson,Artem Chigvintsev,39.0,0.15088943877522423,1508894.3877522424,0,0.96875
19,4,214,Janel Parrish,Valentin Chmerkovskiy,36.0,0.1918544111176672,1918544.1111766722,0,0.96875
19,4,215,Alfonso Ribeiro,Witney Carson,40.0,0.16345534946825438,1634553.494682544,0,0.96875
19,4,218,Tommy Chong,Peta Murgatroyd,28.0,0.054347113441867476,543471.1344186747,0,0.96875
19,4,219,Betsey Johnson,Tony Dovolani,29.0,0.04167281889317561,416728.1889317561,1,0.109375
19,4,220,Michael Waltrip,Emma Slater,25.0,0.0541728188931756,541728.188931756,0,0.96875
19,4,222,Bethany Mota,Derek Hough,33.0,0.13588173207373042,1358817.3207373042,0,0.96875
19,4,223,Sadie Robertson,Mark Ballas,37.0,0.09689492375713055,968949.2375713055,0,0.96875
19,5,211,Antonio Sabato Jr.,Cheryl Burke,28.0,0.06006719957839211,600671.9957839211,0,1.0
19,5,212,Jonathan Bennett,Allison Holker,24.0,0.05437531046037948,543753.1046037948,0,1.0
19,5,213,Lea Thompson,Artem Chigvintsev,34.0,0.16163767670300755,1616376.7670300754,0,1.0
19,5,214,Janel Parrish,Valentin Chmerkovskiy,33.0,0.16735620588596767,1673562.0588596766,0,1.0
19,5,215,Alfonso Ribeiro,Witney Carson,34.0,0.17019690141895258,1701969.0141895257,0,1.0
19,5,218,Tommy Chong,Peta Murgatroyd,23.0,0.052786483742386814,527864.8374238681,0,1.0
19,5,220,Michael Waltrip,Emma Slater,20.0,0.05090537005043194,509053.7005043194,0,1.0
19,5,222,Bethany Mota,Derek Hough,32.0,0.1197987198894477,1197987.198894477,0,1.0
19,5,223,Sadie Robertson,Mark Ballas,36.0,0.1628761322710342,1628761.322710342,0,1.0
19,6,211,Antonio Sabato Jr.,Cheryl Burke,28.0,0.05714382673860232,571438.2673860232,0,0.9658703071672355
19,6,212,Jonathan Bennett,Allison Holker,32.0,0.04349194960549652,434919.49605496525,1,0.11300720515737576
19,6,213,Lea Thompson,Artem Chigvintsev,32.0,0.08881655255566112,888165.5255566112,0,0.9658703071672355
19,6,214,Janel Parrish,Valentin Chmerkovskiy,33.0,0.10064452731424334,1006445.2731424334,0,0.9658703071672355
19,6,215,Alfonso Ribeiro,Witney Carson,39.0,0.33622542065071376,3362254.2065071375,0,0.9658703071672355
19,6,218,Tommy Chong,Peta Murgatroyd,28.0,0.057143826738602334,571438.2673860233,0,0.9658703071672355
19,6,220,Michael Waltrip,Emma Slater,30.0,0.05141035012735666,514103.5012735666,0,0.9658703071672355
19,6,222,Bethany Mota,Derek Hough,36.0,0.1323692529855656,1323692.529855656,0,0.9658703071672355
19,6,223,Sadie Robertson,Mark Ballas,35.0,0.13275429328375826,1327542.9328375827,0,0.9658703071672355
19,7,211,Antonio Sabato Jr.,Cheryl Burke,29.5,0.05011372956037466,501137.2956037466,1,0.13588007736943908
19,7,213,Lea Thompson,Artem Chigvintsev,35.0,0.1213881920933521,1213881.920933521,0,0.9941972920696325
19,7,214,Janel Parrish,Valentin Chmerkovskiy,33.5,0.09631730596586724,963173.0596586724,0,0.9941972920696325
19,7,215,Alfonso Ribeiro,Witney Carson,34.0,0.23452934480618431,2345293.448061843,0,0.9941972920696325
19,7,218,Tommy Chong,Peta Murgatroyd,30.0,0.05585142804150873,558514.2804150872,0,0.9941972920696325
19,7,220,Michael Waltrip,Emma Slater,28.0,0.05591643749074215,559164.3749074215,0,0.9941972920696325
19,7,222,Bethany Mota,Derek Hough,37.5,0.30488096851937313,3048809.6851937314,0,0.9941972920696325
19,7,223,Sadie Robertson,Mark Ballas,31.0,0.08100259352259766,810025.9352259766,0,0.9941972920696325
19,8,213,Lea Thompson,Artem Chigvintsev,32.0,0.08209402316893555,820940.2316893555,0,1.0
19,8,214,Janel Parrish,Valentin Chmerkovskiy,43.0,0.18536243502726824,1853624.3502726823,0,1.0
19,8,215,Alfonso Ribeiro,Witney Carson,41.0,0.2523052963035283,2523052.963035283,0,1.0
19,8,218,Tommy Chong,Peta Murgatroyd,29.0,0.05748376542286592,574837.6542286592,0,1.0
19,8,220,Michael Waltrip,Emma Slater,25.0,0.05437582537598333,543758.2537598333,1,0.1849078341013825
19,8,222,Bethany Mota,Derek Hough,40.0,0.2703908065047246,2703908.065047246,0,1.0
19,8,223,Sadie Robertson,Mark Ballas,38.0,0.09798784819669416,979878.4819669416,0,1.0
19,9,213,Lea Thompson,Artem Chigvintsev,35.0,0.05541878527472659,554187.8527472658,1,0.16978193146417445
19,9,214,Janel Parrish,Valentin Chmerkovskiy,38.5,0.23522348280170544,2352234.828017054,0,0.969626168224299
19,9,215,Alfonso Ribeiro,Witney Carson,38.5,0.28728980319281455,2872898.0319281453,0,0.969626168224299
19,9,218,Tommy Chong,Peta Murgatroyd,28.5,0.08579261705042752,857926.1705042752,0,0.969626168224299
19,9,222,Bethany Mota,Derek Hough,37.0,0.22527394157208708,2252739.4157208707,0,0.969626168224299
19,9,223,Sadie Robertson,Mark Ballas,36.5,0.1110013701082389,1110013.701082389,0,0.969626168224299
19,10,214,Janel Parrish,Valentin Chmerkovskiy,39.0,0.316416892767807,3164168.92767807,0,1.0
19,10,215,Alfonso Ribeiro,Witney Carson,37.5,0.2516084543021474,2516084.543021474,0,1.0
19,10,218,Tommy Chong,Peta Murgatroyd,31.0,0.06631316075406221,663131.6075406221,1,0.2301369863013699
19,10,222,Bethany Mota,Derek Hough,38.0,0.2396332862638477,2396332.862638477,0,1.0
19,10,223,Sadie Robertson,Mark Ballas,37.0,0.12602820591213582,1260282.0591213582,0,1.0
19,11,214,Janel Parrish,Valentin Chmerkovskiy,38.99980000000001,0.2254956585041236,2254956.585041236,0,1.0
19,11,215,Alfonso Ribeiro,Witney Carson,40.0,0.49010539121150337,4901053.912115034,0,1.0
19,11,222,Bethany Mota,Derek Hough,38.0,0.1207587924279545,1207587.924279545,1,0.2569291192518534
19,11,223,Sadie Robertson,Mark Ballas,39.333200000000005,0.16364015785641853,1636401.5785641852,0,1.0
20,1,224,Suzanne Somers,Tony Dovolani,25.0,0.05795764185445698,579576.4185445699,0,1.0
20,1,225,Willow Shields,Mark Ballas,25.0,0.05795764185445695,579576.4185445695,0,1.0
20,1,226,Riker Lynch,Allison Holker,31.0,0.14737434312257408,1473743.4312257408,0,1.0
20,1,227,Rumer Willis,Valentin Chmerkovskiy,32.0,0.19746459417490092,1974645.9417490093,0,1.0
20,1,228,Nastia Liukin,Derek Hough,30.0,0.113774176857681,1137741.76857681,0,1.0
20,1,229,Michael Sam,Peta Murgatroyd,26.0,0.06206333107782922,620633.3107782922,0,1.0
20,1,230,Robert Herjavec,Kym Johnson,28.0,0.07744371154270378,774437.1154270378,0,1.0
20,1,231,Charlotte McKinney,Keo Motsepe,22.0,0.05193989852632025,519398.9852632025,0,1.0
20,1,232,Noah Galloway,Sharna Burgess,26.0,0.06206343620985741,620634.362098574,0,1.0
20,1,233,Redfoo,Emma Slater,22.0,0.05194026107268911,519402.61072689114,0,1.0
20,1,234,Patti LaBelle,Artem Chigvintsev,25.0,0.0579574686899269,579574.686899269,0,1.0
20,1,235,Chris Soules,Witney Carson,26.0,0.06206349501660336,620634.9501660336,0,1.0
20,2,224,Suzanne Somers,Tony Dovolani,28.0,0.05316416481712914,531641.6481712915,0,0.9106628242074927
20,2,225,Willow Shields,Mark Ballas,32.0,0.08087338462307858,808733.8462307858,0,0.9106628242074927
20,2,226,Riker Lynch,Allison Holker,32.0,0.13610813869351238,1361081.3869351237,0,0.9106628242074927
20,2,227,Rumer Willis,Valentin Chmerkovskiy,32.0,0.16623877870995202,1662387.7870995202,0,0.9106628242074927
20,2,228,Nastia Liukin,Derek Hough,34.0,0.1848938764116595,1848938.764116595,0,0.9106628242074927
20,2,229,Michael Sam,Peta Murgatroyd,28.0,0.054201235499598564,542012.3549959856,0,0.9106628242074927
20,2,230,Robert Herjavec,Kym Johnson,28.0,0.05783975853302501,578397.5853302501,0,0.9106628242074927
20,2,231,Charlotte McKinney,Keo Motsepe,26.0,0.05400228383833447,540022.8383833447,0,0.9106628242074927
20,2,232,Noah Galloway,Sharna Burgess,27.0,0.051509609396111974,515096.09396111977,0,0.9106628242074927
20,2,233,Redfoo,Emma Slater,31.0,0.03959306193631717,395930.6193631717,1,0.07732949087415947
20,2,234,Patti LaBelle,Artem Chigvintsev,28.0,0.05316420180092946,531642.0180092946,0,0.9106628242074927
20,2,235,Chris Soules,Witney Carson,21.0,0.06841150574035174,684115.0574035173,0,0.9106628242074927
20,3,224,Suzanne Somers,Tony Dovolani,25.0,0.049251193598375965,492511.93598375964,0,1.0
20,3,225,Willow Shields,Mark Ballas,32.0,0.09017420773037084,901742.0773037084,0,1.0
20,3,226,Riker Lynch,Allison Holker,34.0,0.16939406611766727,1693940.6611766727,0,1.0
20,3,227,Rumer Willis,Valentin Chmerkovskiy,33.0,0.16253224245077885,1625322.4245077886,0,1.0
20,3,228,Nastia Liukin,Derek Hough,34.0,0.2077468040373074,2077468.040373074,0,1.0
20,3,229,Michael Sam,Peta Murgatroyd,24.0,0.04841618663908767,484161.8663908767,0,1.0
20,3,230,Robert Herjavec,Kym Johnson,29.0,0.05906880900015942,590688.0900015942,0,1.0
20,3,231,Charlotte McKinney,Keo Motsepe,22.0,0.04679869151916216,467986.91519162164,1,0.11153064188207959
20,3,232,Noah Galloway,Sharna Burgess,30.0,0.06097843449627831,609784.344962783,0,1.0
20,3,234,Patti LaBelle,Artem Chigvintsev,22.0,0.04689080970593408,468908.0970593408,0,1.0
20,3,235,Chris Soules,Witney Carson,28.0,0.05874855470487808,587485.5470487808,0,1.0
20,4,224,Suzanne Somers,Tony Dovolani,28.0,0.050415322223932794,504153.22223932797,0,0.9846153846153846
20,4,225,Willow Shields,Mark Ballas,39.0,0.2273399239431064,2273399.239431064,0,0.9846153846153846
20,4,226,Riker Lynch,Allison Holker,34.0,0.11842419834348,1184241.9834348,0,0.9846153846153846
20,4,227,Rumer Willis,Valentin Chmerkovskiy,35.0,0.13542580956316144,1354258.0956316143,0,0.9846153846153846
20,4,228,Nastia Liukin,Derek Hough,36.0,0.19313978581800473,1931397.8581800472,0,0.9846153846153846
20,4,229,Michael Sam,Peta Murgatroyd,30.0,0.044261476070086625,442614.76070086623,1,0.10769230769230768
20,4,230,Robert Herjavec,Kym Johnson,34.0,0.06869268050515727,686926.8050515727,0,0.9846153846153846
20,4,232,Noah Galloway,Sharna Burgess,32.0,0.05865165966997778,586516.5966997779,0,0.9846153846153846
20,4,234,Patti LaBelle,Artem Chigvintsev,30.0,0.05015689856223701,501568.98562237015,0,0.9846153846153846
20,4,235,Chris Soules,Witney Carson,27.0,0.05349224530085586,534922.4530085586,0,0.9846153846153846
20,5,224,Suzanne Somers,Tony Dovolani,28.0,0.045691379255436274,456913.79255436274,1,0.1232822928936003
20,5,225,Willow Shields,Mark Ballas,34.0,0.15234529339346856,1523452.9339346855,0,0.9787985865724381
20,5,226,Riker Lynch,Allison Holker,38.0,0.16084904394532765,1608490.4394532766,0,0.9787985865724381
20,5,227,Rumer Willis,Valentin Chmerkovskiy,39.0,0.20295628447328184,2029562.8447328184,0,0.9787985865724381
20,5,228,Nastia Liukin,Derek Hough,38.0,0.22079491114306962,2207949.111430696,0,0.9787985865724381
20,5,230,Robert Herjavec,Kym Johnson,24.0,0.059825654873810814,598256.5487381081,0,0.9787985865724381
20,5,232,Noah Galloway,Sharna Burgess,28.0,0.05427026111402246,542702.6111402246,0,0.9787985865724381
20,5,234,Patti LaBelle,Artem Chigvintsev,27.0,0.05129345628737012,512934.5628737012,0,0.9787985865724381
20,5,235,Chris Soules,Witney Carson,27.0,0.05197371551421265,519737.1551421265,0,0.9787985865724381
20,6,225,Willow Shields,Mark Ballas,36.5,0.14388200095820464,1438820.0095820464,0,0.9982332155477032
20,6,226,Riker Lynch,Allison Holker,38.0,0.3371649158575265,3371649.158575265,0,0.9982332155477032
20,6,227,Rumer Willis,Valentin Chmerkovskiy,35.5,0.12025681929689358,1202568.1929689357,0,0.9982332155477032
20,6,228,Nastia Liukin,Derek Hough,36.5,0.18428205336558198,1842820.5336558197,0,0.9982332155477032
20,6,230,Robert Herjavec,Kym Johnson,33.5,0.05306568144789496,530656.8144789496,0,0.9982332155477032
20,6,232,Noah Galloway,Sharna Burgess,34.0,0.05245072417298217,524507.2417298217,0,0.9982332155477032
20,6,234,Patti LaBelle,Artem Chigvintsev,34.0,0.05129889699559814,512988.9699559814,1,0.1298586572438163
20,6,235,Chris Soules,Witney Carson,35.0,0.057598907905318186,575989.0790531818,0,0.9982332155477032
20,7,225,Willow Shields,Mark Ballas,39.0,0.06817845878788534,681784.5878788534,1,0.13217097862767158
20,7,226,Riker Lynch,Allison Holker,37.0,0.2210827464392217,2210827.4643922173,0,0.9173228346456694
20,7,227,Rumer Willis,Valentin Chmerkovskiy,37.0,0.11220439627884181,1122043.9627884182,0,0.9173228346456694
20,7,228,Nastia Liukin,Derek Hough,41.0,0.31140369367404475,3114036.9367404473,0,0.9173228346456694
20,7,230,Robert Herjavec,Kym Johnson,31.0,0.0996745217800113,996745.2178001129,0,0.9173228346456694
20,7,232,Noah Galloway,Sharna Burgess,38.0,0.08778166125998399,877816.6125998399,0,0.9173228346456694
20,7,235,Chris Soules,Witney Carson,31.0,0.0996745217800111,996745.217800111,0,0.9173228346456694
20,8,226,Riker Lynch,Allison Holker,39.0,0.27554688541279393,2755468.8541279393,0,0.9976359338061466
20,8,227,Rumer Willis,Valentin Chmerkovskiy,40.0,0.2233480013756754,2233480.013756754,0,0.9976359338061466
20,8,228,Nastia Liukin,Derek Hough,38.0,0.288382632551959,2883826.32551959,0,0.9976359338061466
20,8,230,Robert Herjavec,Kym Johnson,31.0,0.0706594891700486,706594.8917004861,1,0.22316784869976364
20,8,232,Noah Galloway,Sharna Burgess,31.5,0.07221352884168829,722135.2884168829,0,0.9976359338061466
20,8,235,Chris Soules,Witney Carson,32.0,0.06984946264783486,698494.6264783485,1,0.2193853427895981
20,9,226,Riker Lynch,Allison Holker,40.0,0.38620441039285136,3862044.103928514,0,0.9808917197452229
20,9,227,Rumer Willis,Valentin Chmerkovskiy,39.0,0.20459852986904953,2045985.2986904953,0,0.9808917197452229
20,9,228,Nastia Liukin,Derek Hough,40.0,0.19822910311745717,1982291.0311745717,1,0.24522292993630573
20,9,232,Noah Galloway,Sharna Burgess,38.0,0.210967956620642,2109679.56620642,0,0.9808917197452229
20,10,226,Riker Lynch,Allison Holker,40.0,0.5201730200302921,5201730.200302921,0,1.0
20,10,227,Rumer Willis,Valentin Chmerkovskiy,40.0,0.3480057430029379,3480057.430029379,0,1.0
20,10,232,Noah Galloway,Sharna Burgess,36.0,0.13182123696676995,1318212.3696676996,0,1.0
21,1,236,Gary Busey,Anna Trebunskaya,15.0,0.05363590793985609,536359.0793985609,0,1.0
21,1,237,Alexa PenaVega,Mark Ballas,22.0,0.08406579802238069,840657.9802238069,0,1.0
21,1,238,Carlos PenaVega,Witney Carson,23.0,0.09631206649725695,963120.6649725694,0,1.0
21,1,239,Victor Espinoza,Karina Smirnoff,15.0,0.05363590793985618,536359.0793985619,0,1.0
21,1,240,Alek Skarlatos,Lindsay Arnold,22.0,0.08406579290014779,840657.9290014779,0,1.0
21,1,241,Chaka Khan,Keo Motsepe,13.0,0.051418812492655536,514188.1249265554,0,1.0
21,1,242,Andy Grammer,Allison Holker,21.0,0.07511098179198145,751109.8179198145,0,1.0
21,1,243,Tamar Braxton,Valentin Chmerkovskiy,23.0,0.09631206397979442,963120.6397979441,0,1.0
21,1,244,Nick Carter,Sharna Burgess,24.0,0.11300342360506543,1130034.2360506544,0,1.0
21,1,245,Hayes Grier,Emma Slater,21.0,0.07511099348391892,751109.9348391892,0,1.0
21,1,246,Bindi Irwin,Derek Hough,24.0,0.11300342206139166,1130034.2206139166,0,1.0
21,1,247,Kim Zolciak-Biermann,Tony Dovolani,12.0,0.050688900411293245,506889.0041129324,0,1.0
21,1,248,Paula Deen,Louis van Amstel,15.0,0.05363592887440161,536359.2887440161,0,1.0
21,2,236,Gary Busey,Anna Trebunskaya,16.5,0.051379119467915964,513791.1946791596,0,0.9926062846580407
21,2,237,Alexa PenaVega,Mark Ballas,23.0,0.08823981555450815,882398.1555450815,0,0.9926062846580407
21,2,238,Carlos PenaVega,Witney Carson,22.5,0.08601035141287772,860103.5141287772,0,0.9926062846580407
21,2,239,Victor Espinoza,Karina Smirnoff,18.5,0.043985404125956626,439854.04125956626,1,0.09365372766481822
21,2,240,Alek Skarlatos,Lindsay Arnold,22.5,0.0803584031162866,803584.031162866,0,0.9926062846580407
21,2,241,Chaka Khan,Keo Motsepe,15.0,0.04517326421104743,451732.6421104743,1,0.10551447935921131
21,2,242,Andy Grammer,Allison Holker,22.0,0.07070350749364211,707035.0749364211,0,0.9926062846580407
21,2,243,Tamar Braxton,Valentin Chmerkovskiy,24.5,0.136203693193826,1362036.9319382599,0,0.9926062846580407
21,2,244,Nick Carter,Sharna Burgess,22.5,0.09378634812135758,937863.4812135758,0,0.9926062846580407
21,2,245,Hayes Grier,Emma Slater,22.5,0.07626061140441902,762606.1140441902,0,0.9926062846580407
21,2,246,Bindi Irwin,Derek Hough,24.0,0.13125521008573662,1312552.1008573663,0,0.9926062846580407
21,2,247,Kim Zolciak-Biermann,Tony Dovolani,18.5,0.04805090606544418,480509.0606544418,0,0.9926062846580407
21,2,248,Paula Deen,Louis van Amstel,18.5,0.04859336574698205,485933.6574698205,0,0.9926062846580407
21,3,236,Gary Busey,Anna Trebunskaya,25.0,0.05330518602872313,533051.8602872313,0,1.0
21,3,237,Alexa PenaVega,Mark Ballas,36.0,0.16037947352976478,1603794.7352976478,0,1.0
21,3,238,Carlos PenaVega,Witney Carson,31.0,0.0830127158749214,830127.158749214,0,1.0
21,3,240,Alek Skarlatos,Lindsay Arnold,33.0,0.09840207426948039,984020.7426948039,0,1.0
21,3,242,Andy Grammer,Allison Holker,29.0,0.06675588832943843,667558.8832943843,0,1.0
21,3,243,Tamar Braxton,Valentin Chmerkovskiy,33.0,0.13297200780197035,1329720.0780197035,0,1.0
21,3,244,Nick Carter,Sharna Burgess,36.0,0.16627841513919014,1662784.1513919015,0,1.0
21,3,245,Hayes Grier,Emma Slater,30.0,0.07305828812583551,730582.8812583551,0,1.0
21,3,246,Bindi Irwin,Derek Hough,32.0,0.11535014510153858,1153501.4510153858,0,1.0
21,3,248,Paula Deen,Louis van Amstel,20.0,0.05048580579913732,504858.0579913732,0,1.0
21,4,236,Gary Busey,Anna Trebunskaya,16.0,0.04945892064310574,494589.20643105736,1,0.13220338983050847
21,4,237,Alexa PenaVega,Mark Ballas,21.0,0.08250180056148113,825018.0056148112,0,1.0
21,4,238,Carlos PenaVega,Witney Carson,25.0,0.08451747530547925,845174.7530547925,0,1.0
21,4,240,Alek Skarlatos,Lindsay Arnold,24.0,0.08156923456418963,815692.3456418962,0,1.0
21,4,242,Andy Grammer,Allison Holker,23.0,0.06456507672204556,645650.7672204556,0,1.0
21,4,243,Tamar Braxton,Valentin Chmerkovskiy,27.0,0.14756333669020263,1475633.3669020263,0,1.0
21,4,244,Nick Carter,Sharna Burgess,27.0,0.170062949988894,1700629.4998889402,0,1.0
21,4,245,Hayes Grier,Emma Slater,27.0,0.10539820280178923,1053982.0280178923,0,1.0
21,4,246,Bindi Irwin,Derek Hough,28.0,0.16403525602663552,1640352.5602663553,0,1.0
21,4,248,Paula Deen,Louis van Amstel,18.0,0.05032774669617724,503277.4669617724,0,1.0
21,5,237,Alexa PenaVega,Mark Ballas,40.0,0.18358545724782438,1835854.5724782438,0,1.0
21,5,238,Carlos PenaVega,Witney Carson,39.0,0.15638898490415648,1563889.8490415649,0,1.0
21,5,240,Alek Skarlatos,Lindsay Arnold,29.0,0.06254546468259345,625454.6468259345,0,1.0
21,5,242,Andy Grammer,Allison Holker,36.0,0.08946682755312575,894668.2755312575,0,1.0
21,5,243,Tamar Braxton,Valentin Chmerkovskiy,29.0,0.07982877497001922,798287.7497001922,0,1.0
21,5,244,Nick Carter,Sharna Burgess,35.0,0.13443362958994273,1344336.2958994273,0,1.0
21,5,245,Hayes Grier,Emma Slater,30.0,0.07118047415500287,711804.7415500287,0,1.0
21,5,246,Bindi Irwin,Derek Hough,37.0,0.1703313237314119,1703313.237314119,0,1.0
21,5,248,Paula Deen,Louis van Amstel,26.0,0.05223906316592327,522390.6316592327,0,1.0
21,6,237,Alexa PenaVega,Mark Ballas,30.0,0.08894662498412303,889466.2498412303,0,1.0
21,6,238,Carlos PenaVega,Witney Carson,38.0,0.14372706824834908,1437270.6824834908,0,1.0
21,6,240,Alek Skarlatos,Lindsay Arnold,30.0,0.057650509319102344,576505.0931910235,0,1.0
21,6,242,Andy Grammer,Allison Holker,40.0,0.13153061508184863,1315306.1508184862,0,1.0
21,6,243,Tamar Braxton,Valentin Chmerkovskiy,40.0,0.12340779352487734,1234077.9352487733,0,1.0
21,6,244,Nick Carter,Sharna Burgess,39.0,0.14704514217642348,1470451.4217642348,0,1.0
21,6,245,Hayes Grier,Emma Slater,32.0,0.0636038839674419,636038.839674419,0,1.0
21,6,246,Bindi Irwin,Derek Hough,40.0,0.19295982115460378,1929598.2115460378,0,1.0
21,6,248,Paula Deen,Louis van Amstel,24.0,0.05112854154323036,511285.4154323036,1,0.1455449059282925
