contestant_key,season,celebrity_name,age,age_z,region,country_group,industry,industry_consolidated,ballroom_partner,mean_J_z,mean_p_hat,mean_p_hat_z,max_week,eliminated_any,elim_week,duration,event,finalist
2||lisa rinna||louis van amstel,2,Lisa Rinna,42,0.4442937199561859,West,US,Actor/Actress,Actor/Actress,Louis van Amstel,0.11458126095102752,0.07587287075695937,-0.2755078837938988,7,1,7.0,7,1,0
2||master p||ashly delgrosso,2,Master P,35,-0.09964289814611284,South,US,Singer/Rapper,Singer/Rapper,Ashly DelGrosso,-1.9634526768958378,0.05718839984960887,-0.39051268192970123,4,1,4.0,4,1,0
2||stacy keibler||tony dovolani,2,Stacy Keibler,26,-0.7989899785633541,South,US,Athlete,Athlete,Tony Dovolani,1.000111192920574,0.3278980371607588,1.2757323697371028,8,0,,8,0,1
2||tatum o'neal||nick kosovich,2,Tatum O'Neal,42,0.4442937199561859,West,US,Actor/Actress,Actor/Actress,Nick Kosovich,-0.20856836888728586,0.12377887316374085,0.019358380474669035,2,1,2.0,2,1,0
2||tia carrere||maksim chmerkoskiy,2,Tia Carrere,39,0.21117802648377215,West,US,Actor/Actress,Actor/Actress,Maksim Chmerkoskiy,0.008141201993825842,0.07198149790469144,-0.299459675180732,5,1,5.0,5,1,0
30||amanda kloots||alan bersten,30,Amanda Kloots,39,0.21117802648377215,Midwest,US,TV Personality,Tv Personality,Alan Bersten,0.7508413753404796,0.21638051146456708,0.589330780155601,10,0,,10,0,1
30||brian austin green||sharna burgess,30,Brian Austin Green,48,0.9105251069010133,West,US,Actor/Actress,Actor/Actress,Sharna Burgess,-1.0118273566993126,0.003112888322777025,-0.7233528954990895,4,1,4.0,4,1,0
30||christine chiu||pasha pashkov,30,Christine Chiu,38,0.1334727953263009,International,International,TV Personality,Tv Personality,Pasha Pashkov,-0.1347131327332047,0.0081229122350057,-0.6925156942993095,3,1,3.0,3,1,0
30||cody rigsby||cheryl burke,30,Cody Rigsby,34,-0.17734812930358407,West,US,Fitness Instructor,Other_Industry,Cheryl Burke,-0.7461205580974944,0.046960274145646755,-0.45346782461072976,10,0,,10,0,1
30||iman shumpert||daniella karagach,30,Iman Shumpert,31,-0.4104638227759978,Midwest,US,Athlete,Athlete,Daniella Karagach,-0.41595331689578463,0.03396041359128009,-0.5334832741389456,10,0,,10,0,1
30||jimmie allen||emma slater,30,Jimmie Allen,36,-0.02193766698864159,South,US,Singer/Rapper,Singer/Rapper,Emma Slater,-0.21958197829587786,0.046514366650923275,-0.4562124301000798,8,1,8.0,8,1,0
30||jojo siwa||jenna johnson,30,JoJo Siwa,18,-1.420631827823124,Midwest,US,Social Media Personality,Other_Industry,Jenna Johnson,1.1889543597832035,0.40343264843320376,1.7406555010758893,10,0,,10,0,1
30||kenya moore||brandon armstrong,30,Kenya Moore,50,1.0659355692159558,Midwest,US,TV Personality,Tv Personality,Brandon Armstrong,-0.4110542584825532,0.019343522391710534,-0.6234517099654143,6,1,6.0,6,1,0
30||martin kove||britt stewart,30,Martin Kove,75,3.008566348152737,Northeast,US,Actor/Actress,Actor/Actress,Britt Stewart,-2.861814482754908,0.0003589961505665,-0.7403033788669778,2,1,2.0,2,1,0
30||matt james||lindsay arnold,30,Matt James,29,-0.5658742850909403,South,US,Athlete,Athlete,Lindsay Arnold,-0.7295030156408522,0.00161620737531845,-0.7325651173002679,4,1,4.0,4,1,0
30||melanie c||gleb savchenko,30,Melanie C,47,0.8328198757435421,International,International,Singer/Rapper,Singer/Rapper,Gleb Savchenko,0.5559831335504484,0.0867093519792276,-0.20880825169572148,5,1,5.0,5,1,0
30||melora hardin||artem chigvintsev,30,Melora Hardin,54,1.3767564938458408,South,US,Actor/Actress,Actor/Actress,Artem Chigvintsev,0.33802097918590995,0.12160292604325641,0.0059652070427659454,9,1,9.0,9,1,0
"30||mike ""the miz"" mizanin||witney carson",30,"Mike ""The Miz"" Mizanin",40,0.2888832576412434,Midwest,US,Athlete,Athlete,Witney Carson,-0.4073206273159113,0.018962362653085558,-0.6257977865022039,7,1,7.0,7,1,0
30||olivia jade||valentin chmerkovskiy,30,Olivia Jade,21,-1.1875161343507104,West,US,Social Media Personality,Other_Industry,Valentin Chmerkovskiy,0.5342540838098844,0.04406197857652309,-0.4713071254139347,8,1,8.0,8,1,0
30||suni lee||sasha farber,30,Suni Lee,18,-1.420631827823124,Midwest,US,Athlete,Athlete,Sasha Farber,0.2548844299261408,0.04969743142528979,-0.43662034619016327,9,1,9.0,9,1,0
31||charli d'amelio||mark ballas,31,Charli D'Amelio,18,-1.420631827823124,Northeast,US,Social Media Personality,Other_Industry,Mark Ballas,1.3750378583694125,0.40336038994273304,1.7402107427976703,10,0,,10,0,1
31||cheryl ladd||louis van amstel,31,Cheryl Ladd,71,2.6977454235228517,Midwest,US,Actor/Actress,Actor/Actress,Louis van Amstel,-1.3775624700633629,0.0014067176615604332,-0.7338545475635989,3,1,3.0,3,1,0
31||daniel durant||britt stewart,31,Daniel Durant,32,-0.33275859161852656,Midwest,US,Actor/Actress,Actor/Actress,Britt Stewart,-0.10295672320111258,0.03002306493949816,-0.5577180511970595,9,1,9.0,9,1,0
31||gabby windey||valentin chmerkovskiy,31,Gabby Windey,31,-0.4104638227759978,Midwest,US,TV Personality,Tv Personality,Valentin Chmerkovskiy,0.8970303527718058,0.1785840126650084,0.35668952762897355,10,0,,10,0,1
31||heidi d'amelio||artem chigvintsev,31,Heidi D'Amelio,50,1.0659355692159558,South,US,Social Media Personality,Other_Industry,Artem Chigvintsev,0.18916273360144564,0.03363024782354002,-0.5355154776548268,8,1,8.0,8,1,0
31||jason lewis||peta murgatroyd,31,Jason Lewis,51,1.143640800373427,West,US,Actor/Actress,Actor/Actress,Peta Murgatroyd,-1.352833106882999,0.0003589179989818,-0.740303859897844,1,1,1.0,1,1,0
31||jessie james decker||alan bersten,31,Jessie James Decker,34,-0.17734812930358407,International,International,Singer/Rapper,Singer/Rapper,Alan Bersten,-0.6529428530551592,0.003368184716716733,-0.7217815205109819,6,1,6.0,6,1,0
31||jordin sparks||brandon armstrong,31,Jordin Sparks,32,-0.33275859161852656,West,US,Singer/Rapper,Singer/Rapper,Brandon Armstrong,-0.0505917054756298,0.021086649771852272,-0.6127225855779892,7,1,7.0,7,1,0
31||joseph baena||daniella karagach,31,Joseph Baena,24,-0.9544004408782966,West,US,Actor/Actress,Actor/Actress,Daniella Karagach,-0.595983386392878,0.006647558549172079,-0.7015966446596142,5,1,5.0,5,1,0
31||sam champion||cheryl burke,31,Sam Champion,61,1.9206931119481394,South,US,News Anchor,Other_Industry,Cheryl Burke,-1.1006181416113314,0.001972894602666375,-0.7303696715323799,4,1,4.0,4,1,0
31||selma blair||sasha farber,31,Selma Blair,50,1.0659355692159558,Midwest,US,Actor/Actress,Actor/Actress,Sasha Farber,0.36388240165131946,0.03563056811600416,-0.5232033050178544,5,0,,5,0,1
31||shangela||gleb savchenko,31,Shangela,40,0.2888832576412434,South,US,TV Personality,Tv Personality,Gleb Savchenko,0.21029215631036619,0.09000186840545508,-0.1885424818575109,10,0,,10,0,1
31||teresa giudice||pasha pashkov,31,Teresa Giudice,50,1.0659355692159558,Northeast,US,TV Personality,Tv Personality,Pasha Pashkov,-1.143761036954777,0.00047537594496245,-0.7395870495243939,2,1,2.0,2,1,0
31||trevor donovan||emma slater,31,Trevor Donovan,39,0.21117802648377215,West,US,Actor/Actress,Actor/Actress,Emma Slater,-0.2623703763140531,0.019479549713417463,-0.6226144481156445,9,1,9.0,9,1,0
31||vinny guadagnino||koko iwasaki,31,Vinny Guadagnino,34,-0.17734812930358407,Northeast,US,TV Personality,Tv Personality,Koko Iwasaki,-1.5586266285923684,0.003599978521596,-0.7203548063229562,8,1,8.0,8,1,0
31||wayne brady||witney carson,31,Wayne Brady,50,1.0659355692159558,South,US,Comedian,Comedian,Witney Carson,0.7027870518844175,0.21445442559173014,0.5774755278395886,10,0,,10,0,1
32||adrian peterson||britt stewart,32,Adrian Peterson,38,0.1334727953263009,South,US,Athlete,Athlete,Britt Stewart,-0.46095658787055915,0.018561752145213852,-0.6282635844804993,4,1,4.0,4,1,0
32||alyson hannigan||sasha farber,32,Alyson Hannigan,49,0.9882303380584846,South,US,Actor/Actress,Actor/Actress,Sasha Farber,-0.9100273755165053,0.03568448472917216,-0.5228714428396691,11,0,,11,0,1
32||ariana madix||pasha pashkov,32,Ariana Madix,38,0.1334727953263009,South,US,TV Personality,Tv Personality,Pasha Pashkov,0.782345343559752,0.173761049583018,0.32700370465806317,11,0,,11,0,1
32||barry williams||peta murgatroyd,32,Barry Williams,68,2.4646297300504383,West,US,Actor/Actress,Actor/Actress,Peta Murgatroyd,-0.6857192688722668,0.02256567625367665,-0.6036190287888695,8,1,8.0,8,1,0
32||charity lawson||artem chigvintsev,32,Charity Lawson,27,-0.7212847474058828,South,US,TV Personality,Tv Personality,Artem Chigvintsev,0.7595628280280871,0.1561620684689915,0.2186802054029577,11,0,,11,0,1
32||harry jowsey||rylee arnold,32,Harry Jowsey,26,-0.7989899785633541,International,International,TV Personality,Tv Personality,Rylee Arnold,-1.3162746318851015,0.011493176359540811,-0.671771379556417,9,1,9.0,9,1,0
32||jamie lynn spears||alan bersten,32,Jamie Lynn Spears,32,-0.33275859161852656,South,US,Actor/Actress,Actor/Actress,Alan Bersten,-0.5503094311823598,0.00267591028683725,-0.7260425392713017,2,1,2.0,2,1,0
32||jason mraz||daniella karagach,32,Jason Mraz,46,0.7551146445860708,South,US,Singer/Rapper,Singer/Rapper,Daniella Karagach,0.791128804481374,0.2704603979431154,0.9221979219929343,11,0,,11,0,1
32||lele pons||brandon armstrong,32,Lele Pons,27,-0.7212847474058828,International,International,Social Media Personality,Other_Industry,Brandon Armstrong,0.364004213572648,0.05251718692451458,-0.41926446741849877,7,1,7.0,7,1,0
32||matt walsh||koko iwasaki,32,Matt Walsh,58,1.6875774184757257,Midwest,US,Comedian,Comedian,Koko Iwasaki,-1.3332027104250275,0.0009762031657503,-0.736504407596066,1,1,1.0,1,1,0
32||mauricio umansky||emma slater,32,Mauricio Umansky,53,1.2990512626883695,International,International,TV Personality,Tv Personality,Emma Slater,-0.786768373634331,0.009365741476798433,-0.6848659552845743,6,1,6.0,6,1,0
32||mira sorvino||gleb savchenko,32,Mira Sorvino,55,1.454461725003312,Northeast,US,Actor/Actress,Actor/Actress,Gleb Savchenko,-0.21916999124260675,0.02574502523616056,-0.5840498159518077,5,1,5.0,5,1,0
32||tyson beckford||jenna johnson,32,Tyson Beckford,52,1.2213460315308984,Northeast,US,Model,Model,Jenna Johnson,-0.9680080884679864,0.0012715175529488668,-0.7346867178335472,3,1,3.0,3,1,0
32||xochitl gomez||valentin chmerkovskiy,32,Xochitl Gomez,17,-1.4983370589805953,West,US,Actor/Actress,Actor/Actress,Valentin Chmerkovskiy,1.1026566476864255,0.28021441147955684,0.9822348565860906,11,0,,11,0,1
33||anna delvey||ezra sosa,33,Anna Delvey,33,-0.2550533604610553,International,International,Con artist,Other_Industry,Ezra Sosa,-0.7577444540358791,0.0072774011772557,-0.6977198999201321,2,1,2.0,2,1,0
33||brooks nader||gleb savchenko,33,Brooks Nader,27,-0.7212847474058828,Northeast,US,Model,Model,Gleb Savchenko,-0.08148013248940489,0.00512797172169905,-0.7109498544566661,4,1,4.0,4,1,0
33||chandler kinney||brandon armstrong,33,Chandler Kinney,24,-0.9544004408782966,West,US,Actor/Actress,Actor/Actress,Brandon Armstrong,1.2143141111954254,0.3786123212311551,1.5878838901648613,9,0,,9,0,1
33||danny amendola||witney carson,33,Danny Amendola,39,0.21117802648377215,South,US,Athlete,Athlete,Witney Carson,-0.0669194223256887,0.09838817476567771,-0.13692392252849198,9,0,,9,0,1
33||dwight howard||daniella karagach,33,Dwight Howard ,38,0.1334727953263009,South,US,Athlete,Athlete,Daniella Karagach,-0.33948026258339326,0.09926282348659891,-0.13154037165953425,7,1,7.0,7,1,0
33||eric roberts||britt stewart,33,Eric Roberts,68,2.4646297300504383,West,US,Actor/Actress,Actor/Actress,Britt Stewart,-1.6759308307539762,0.004194420417123867,-0.7166959566537504,3,1,3.0,3,1,0
33||ilona maher||alan bersten,33,Ilona Maher,28,-0.6435795162484116,West,US,Athlete,Athlete,Alan Bersten,-0.2823464572963241,0.047431801272465456,-0.45056552770843933,9,0,,9,0,1
33||jenn tran||sasha farber,33,Jenn Tran,26,-0.7989899785633541,South,US,TV Personality,Tv Personality,Sasha Farber,0.11267002901396067,0.0434968676229007,-0.47478544018495167,6,1,6.0,6,1,0
33||joey graziadei||jenna johnson,33,Joey Graziadei,29,-0.5658742850909403,South,US,TV Personality,Tv Personality,Jenna Johnson,0.9323043056741752,0.24308683597733996,0.7537108942498356,9,0,,9,0,1
33||phaedra parks||val chmerkovskiy,33,Phaedra Parks,51,1.143640800373427,South,US,TV Personality,Tv Personality,Val Chmerkovskiy,-0.2576303390323658,0.0232799999204151,-0.5992222947574786,5,1,5.0,5,1,0
33||reginald veljohnson||emma slater,33,Reginald VelJohnson,74,2.9308611169952656,Northeast,US,Actor/Actress,Actor/Actress,Emma Slater,-1.6890779194974632,0.0028833754241215,-0.7247655704798436,3,1,3.0,3,1,0
33||stephen nedoroscik||rylee arnold,33,Stephen Nedoroscik,26,-0.7989899785633541,South,US,Athlete,Athlete,Rylee Arnold,-0.005001330798251848,0.10668608947897944,-0.08584942267867567,9,0,,9,0,1
33||tori spelling||pasha pashkov,33,Tori Spelling,51,1.143640800373427,West,US,Actor/Actress,Actor/Actress,Pasha Pashkov,-0.6031159050492577,0.00181597447936075,-0.731335530677854,2,1,2.0,2,1,0
34||alix earle||val chmerkovskiy (joey graziadei week 9),34,Alix Earle,24,-0.9544004408782966,South,US,Social media personality,Other_Industry,Val Chmerkovskiy (Joey Graziadei week 9),0.7399608960281739,0.2165597544368917,0.5904340386825173,11,0,,11,0,1
34||andy richter||emma slater/kaitlyn bristowe (week 9),34,Andy Richter,59,1.765282649633197,West,US,Comedian,Comedian,Emma Slater/Kaitlyn Bristowe (week 9),-1.9262574109552604,0.006404309443221322,-0.7030938673781648,9,1,9.0,9,1,0
34||baron davis||britt stewart,34,Baron Davis,46,0.7551146445860708,West,US,Athlete,Athlete,Britt Stewart,-0.8414485827869134,0.00409471156071665,-0.7173096746958787,2,1,2.0,2,1,0
34||corey feldman||jenna johnson,34,Corey Feldman,54,1.3767564938458408,West,US,Actor/Actress,Actor/Actress,Jenna Johnson,-1.7617506241875347,0.0007841501579432,-0.7376865131800961,2,1,2.0,2,1,0
34||danielle fishel||pasha pashkov,34,Danielle Fishel,44,0.5997041822711283,West,US,Actor/Actress,Actor/Actress,Pasha Pashkov,-0.2857685574937095,0.02161208119815136,-0.6094885022894995,8,1,8.0,8,1,0
34||dylan efron||daniella karagach (rumer willis week 9),34,Dylan Efron,33,-0.2550533604610553,West,US,TV Personality,Tv Personality,Daniella Karagach (Rumer Willis week 9),-0.013201122185667552,0.06914512112288292,-0.31691785961883884,11,0,,11,0,1
34||elaine hendrix||alan bersten (rashad jennings week 9),34,Elaine Hendrix,55,1.454461725003312,South,US,Actor/Actress,Actor/Actress,Alan Bersten (Rashad Jennings week 9),-0.20685114855058284,0.03360994312221725,-0.5356404551341685,11,0,,11,0,1
34||hilaria baldwin||gleb savchenko,34,Hilaria Baldwin,41,0.36658848879871464,Northeast,US,Entrepreneur,Other_Industry,Gleb Savchenko,0.5443822898738059,0.10938345411966528,-0.06924687195412235,4,1,4.0,4,1,0
34||jen affleck||jan ravnik,34,Jen Affleck,26,-0.7989899785633541,West,US,TV Personality,Tv Personality,Jan Ravnik,-0.23815522300151493,0.013539095397883357,-0.6591785420512235,7,1,7.0,7,1,0
34||jordan chiles||ezra sosa (apolo anton ohno week 9),34,Jordan Chiles,24,-0.9544004408782966,South,US,Athlete,Athlete,Ezra Sosa (Apolo Anton Ohno week 9),0.44846664707499423,0.08424035892226643,-0.22400515234773904,11,0,,11,0,1
34||lauren jauregui||brandon armstrong,34,Lauren Jauregui,29,-0.5658742850909403,South,US,Singer/Rapper,Singer/Rapper,Brandon Armstrong,-0.1807034999191853,0.060991522438248034,-0.3671040797936839,3,1,3.0,3,1,0
34||robert irwin||witney carson (xoshitl gomez week 9),34,Robert Irwin,22,-1.109810903193239,International,International,Conservationist,Other_Industry,Witney Carson (Xoshitl Gomez week 9),0.707723223539852,0.2041264466724794,0.5139057785729938,11,0,,11,0,1
34||scott hoying||rylee arnold,34,Scott Hoying,34,-0.17734812930358407,West,US,Singer/Rapper,Singer/Rapper,Rylee Arnold,-0.6853098990384067,0.036306328972243763,-0.519043928964592,6,1,6.0,6,1,0
34||whitney leavitt||mark ballas,34,Whitney Leavitt,32,-0.33275859161852656,West,US,TV Personality,Tv Personality,Mark Ballas,1.0535307413024841,0.3142088949532308,1.1914743222903474,10,1,10.0,10,1,0
3||emmitt smith||cheryl burke,3,Emmitt Smith,37,0.05576756416882966,South,US,Athlete,Athlete,Cheryl Burke,0.14019063720479358,0.08641442838140027,-0.21062353611034584,10,0,,10,0,1
3||harry hamlin||ashly delgrosso,3,Harry Hamlin,54,1.3767564938458408,West,US,Actor/Actress,Actor/Actress,Ashly DelGrosso,-0.561304720903982,0.05367412534766023,-0.4121433950333517,3,1,3.0,3,1,0
3||jerry springer||kym johnson,3,Jerry Springer,62,1.9983983431056107,International,International,TV Personality,Tv Personality,Kym Johnson,-1.2893066261039168,0.06171629576851075,-0.36264302703204077,7,1,7.0,7,1,0
3||joey lawrence||edyta sliwinska,3,Joey Lawrence,30,-0.48816905393346904,Northeast,US,Actor/Actress,Actor/Actress,Edyta Sliwinska,0.3210814868617261,0.1757064309756441,0.33897772283955163,9,0,,9,0,1
3||mario lopez||karina smirnoff,3,Mario Lopez,32,-0.33275859161852656,West,US,Actor/Actress,Actor/Actress,Karina Smirnoff,0.6404185540832911,0.4786527209263716,2.2036426145848953,10,0,,10,0,1
3||monique coleman||louis van amstel,3,Monique Coleman,25,-0.8766952097208253,South,US,Actor/Actress,Actor/Actress,Louis van Amstel,0.24576149851975085,0.10893498043179882,-0.07200727262043244,8,1,8.0,8,1,0
3||sara evans||tony dovolani,3,Sara Evans,35,-0.09964289814611284,Midwest,US,Singer/Rapper,Singer/Rapper,Tony Dovolani,-0.810996002907088,0.06626275274201601,-0.3346591269760114,5,0,,5,0,1
3||shanna moakler||jesse desoto,3,Shanna Moakler,31,-0.4104638227759978,Northeast,US,Model,Model,Jesse DeSoto,-0.34128814436223687,0.05421881796010325,-0.40879075720642616,2,1,2.0,2,1,0
3||tucker carlson||elena grinenko,3,Tucker Carlson,37,0.05576756416882966,West,US,TV Personality,Tv Personality,Elena Grinenko,-1.8276466495398156,0.0553608348928841,-0.40176152809561083,1,1,1.0,1,1,0
3||vivica a. fox||nick kosovich,3,Vivica A. Fox,42,0.4442937199561859,Midwest,US,Actor/Actress,Actor/Actress,Nick Kosovich,0.583796935029273,0.1102199616586384,-0.06409808389714636,4,1,4.0,4,1,0
3||willa ford||maksim chmerkoskiy,3,Willa Ford,25,-0.8766952097208253,South,US,Singer/Rapper,Singer/Rapper,Maksim Chmerkoskiy,0.45543169506552117,0.07349245142136229,-0.29015960428019855,5,1,5.0,5,1,0
4||apolo anton ohno||julianne hough,4,Apolo Anton Ohno,24,-0.9544004408782966,West,US,Athlete,Athlete,Julianne Hough,0.8835557747878688,0.11791101553544478,-0.016758873547564924,10,0,,10,0,1
4||billy ray cyrus||karina smirnoff,4,Billy Ray Cyrus,45,0.6774094134285996,South,US,Singer/Rapper,Singer/Rapper,Karina Smirnoff,-1.0050586980682001,0.04859869143812071,-0.4433832013469771,8,1,8.0,8,1,0
4||clyde drexler||elena grinenko,4,Clyde Drexler,44,0.5997041822711283,South,US,Athlete,Athlete,Elena Grinenko,-1.5883157576134446,0.05168468369823672,-0.4243886085279923,5,1,5.0,5,1,0
4||heather mills||jonathan roberts,4,Heather Mills,39,0.21117802648377215,International,International,Model,Model,Jonathan Roberts,0.20081404673581615,0.05245417824146955,-0.4196522922014605,6,1,6.0,6,1,0
4||ian ziering||cheryl burke,4,Ian Ziering,42,0.4442937199561859,Northeast,US,Actor/Actress,Actor/Actress,Cheryl Burke,0.08984447360966977,0.05968472148879078,-0.37514757110479635,9,1,9.0,9,1,0
4||joey fatone||kym johnson,4,Joey Fatone,30,-0.48816905393346904,Northeast,US,Singer/Rapper,Singer/Rapper,Kym Johnson,0.8460623505459444,0.47122696380385243,2.1579363324474192,10,0,,10,0,1
4||john ratzenberger||edyta sliwinska,4,John Ratzenberger,59,1.765282649633197,Northeast,US,Actor/Actress,Actor/Actress,Edyta Sliwinska,-0.8763926817788098,0.04710860225173125,-0.4525548501956285,7,1,7.0,7,1,0
4||laila ali||maksim chmerkoskiy,4,Laila Ali,29,-0.5658742850909403,South,US,Athlete,Athlete,Maksim Chmerkoskiy,0.6268297048144665,0.18156080960399862,0.375012012261127,10,0,,10,0,1
4||leeza gibbons||tony dovolani,4,Leeza Gibbons,50,1.0659355692159558,South,US,TV Personality,Tv Personality,Tony Dovolani,-0.47967862889539764,0.050379006637258826,-0.4324251821924485,4,1,4.0,4,1,0
4||paulina porizkova||alec mazo,4,Paulina Porizkova,41,0.36658848879871464,International,International,Model,Model,Alec Mazo,-0.20609575574695416,0.0550103179902076,-0.4039189948943972,2,1,2.0,2,1,0
4||shandi finnessey||brian fortuna,4,Shandi Finnessey,28,-0.6435795162484116,Midwest,US,Beauty Pagent,Other_Industry,Brian Fortuna,-0.37675322408158224,0.05087157314379533,-0.4293933857913846,3,1,3.0,3,1,0
5||albert reed||anna trebunskaya,5,Albert Reed,22,-1.109810903193239,South,US,Model,Model,Anna Trebunskaya,-0.17267743608657216,0.04728691224951895,-0.4514573342208464,2,1,2.0,2,1,0
5||cameron mathison||edyta sliwinska,5,Cameron Mathison,38,0.1334727953263009,International,International,Actor/Actress,Actor/Actress,Edyta Sliwinska,-0.1650547668800873,0.06328464708403159,-0.35298966690523426,8,1,8.0,8,1,0
5||floyd mayweather jr.||karina smirnoff,5,Floyd Mayweather Jr. ,30,-0.48816905393346904,Midwest,US,Athlete,Athlete,Karina Smirnoff,-0.9251165188676248,0.04304872321345893,-0.4775438141094317,4,1,4.0,4,1,0
5||helio castroneves||julianne hough,5,Helio Castroneves,32,-0.33275859161852656,International,International,Racing Driver,Other_Industry,Julianne Hough,0.6521063062525508,0.13838180055673616,0.10924086766688193,10,0,,10,0,1
5||jane seymour||tony dovolani,5,Jane Seymour,56,1.5321669561607834,International,International,Actor/Actress,Actor/Actress,Tony Dovolani,-0.12251914504905773,0.07710958983642016,-0.2678957534430129,7,1,7.0,7,1,0
5||jennie garth||derek hough,5,Jennie Garth,35,-0.09964289814611284,Midwest,US,Actor/Actress,Actor/Actress,Derek Hough,0.11067338763339331,0.06635834754955698,-0.33407073131853765,9,1,9.0,9,1,0
5||josie maran||alec mazo,5,Josie Maran,29,-0.5658742850909403,West,US,Model,Model,Alec Mazo,-1.9259787655743696,0.0520272234544791,-0.4222802418680274,1,1,1.0,1,1,0
5||marie osmond||jonathan roberts,5,Marie Osmond,47,0.8328198757435421,West,US,Singer/Rapper,Singer/Rapper,Jonathan Roberts,-0.5189269331815135,0.06728174935558154,-0.3283871003060956,10,0,,10,0,1
5||mark cuban||kym johnson,5,Mark Cuban,49,0.9882303380584846,Northeast,US,TV Personality,Tv Personality,Kym Johnson,-1.1438349612694607,0.0440831265287763,-0.4711769576402832,5,1,5.0,5,1,0
5||mel b||maksim chmerkoskiy,5,Mel B,32,-0.33275859161852656,International,International,Singer/Rapper,Singer/Rapper,Maksim Chmerkoskiy,0.9725233426605417,0.3110847129762016,1.1722446679217884,10,0,,10,0,1
5||sabrina bryan||mark ballas,5,Sabrina Bryan,23,-1.0321056720357678,West,US,Actor/Actress,Actor/Actress,Mark Ballas,1.1045228246572767,0.4156865001630862,1.816079191239189,6,1,6.0,6,1,0
5||wayne newton||cheryl burke,5,Wayne Newton,65,2.2315140365780244,South,US,Singer/Rapper,Singer/Rapper,Cheryl Burke,-1.6037259746701924,0.05197245440394856,-0.4226173508839362,3,1,3.0,3,1,0
6||adam carolla||julianne hough,6,Adam Carolla,43,0.5219989511136571,West,US,Radio Personality,Other_Industry,Julianne Hough,-1.160321278791625,0.03986834237328722,-0.4971193781343691,4,1,4.0,4,1,0
6||cristian de la fuente||cheryl burke,6,Cristian de la Fuente,34,-0.17734812930358407,International,International,Actor/Actress,Actor/Actress,Cheryl Burke,-0.025155985300837003,0.04578281906169042,-0.4607151791071903,10,0,,10,0,1
6||jason taylor||edyta sliwinska,6,Jason Taylor,33,-0.2550533604610553,Northeast,US,Athlete,Athlete,Edyta Sliwinska,0.4369516041417536,0.04640590854387622,-0.4568800006600912,10,0,,10,0,1
6||kristi yamaguchi||mark ballas,6,Kristi Yamaguchi,36,-0.02193766698864159,West,US,Athlete,Athlete,Mark Ballas,1.3131769749003648,0.7041040172218341,3.5913180242061857,10,0,,10,0,1
6||mario||karina smirnoff,6,Mario,21,-1.1875161343507104,South,US,Singer/Rapper,Singer/Rapper,Karina Smirnoff,0.3177522971610335,0.05091253042489913,-0.42914128960579334,8,1,8.0,8,1,0
6||marissa jaret winokur||tony dovolani,6,Marissa Jaret Winokur,35,-0.09964289814611284,Northeast,US,Actor/Actress,Actor/Actress,Tony Dovolani,-0.6089804349706434,0.03912743552595028,-0.5016797343166733,9,1,9.0,9,1,0
6||marlee matlin||fabian sanchez,6,Marlee Matlin,42,0.4442937199561859,Midwest,US,Actor/Actress,Actor/Actress,Fabian Sanchez,-0.42979495378631344,0.04271146088508715,-0.47961969766993146,6,1,6.0,6,1,0
6||monica seles||jonathan roberts,6,Monica Seles,34,-0.17734812930358407,International,International,Athlete,Athlete,Jonathan Roberts,-1.505583910662315,0.0464242691468319,-0.45676698930177984,2,1,2.0,2,1,0
6||penn jillette||kym johnson,6,Penn Jillette,53,1.2990512626883695,Northeast,US,Magician,Other_Industry,Kym Johnson,-1.1223139425119177,0.0461432776916813,-0.4584965199766232,2,1,2.0,2,1,0
6||priscilla presley||louis van amstel,6,Priscilla Presley,62,1.9983983431056107,Northeast,US,Actor/Actress,Actor/Actress,Louis van Amstel,-0.014404103081136066,0.05407158689798158,-0.40969697920557097,5,1,5.0,5,1,0
6||shannon elizabeth||derek hough,6,Shannon Elizabeth,34,-0.17734812930358407,South,US,Actor/Actress,Actor/Actress,Derek Hough,0.13062168601011676,0.03944863122170377,-0.4997027424962794,7,1,7.0,7,1,0
6||steve guttenberg||anna trebunskaya,6,Steve Guttenberg,49,0.9882303380584846,Northeast,US,Actor/Actress,Actor/Actress,Anna Trebunskaya,-0.8924670474658631,0.043416602356903596,-0.47527948097203554,3,1,3.0,3,1,0
7||brooke burke||derek hough,7,Brooke Burke,37,0.05576756416882966,Northeast,US,TV Personality,Tv Personality,Derek Hough,1.298502967995108,0.6876915299728277,3.4902975140543098,10,0,,10,0,1
7||cloris leachman||corky ballas,7,Cloris Leachman,82,3.5525029662550356,Midwest,US,Actor/Actress,Actor/Actress,Corky Ballas,-1.367004871931055,0.040040599851349334,-0.49605911602739544,6,1,6.0,6,1,0
7||cody linley||julianne hough,7,Cody Linley,18,-1.420631827823124,South,US,Actor/Actress,Actor/Actress,Julianne Hough,-0.13327023365892768,0.04192928320881389,-0.4844340799562798,9,1,9.0,9,1,0
7||jeffrey ross||edyta sliwinska,7,Jeffrey Ross,43,0.5219989511136571,Northeast,US,Comedian,Comedian,Edyta Sliwinska,-2.424752737357063,0.0492048771147531,-0.43965206752362135,1,1,1.0,1,1,0
